propn,propn_attribution
president,0.0
fyi,0.0
degrassi,0.0
scripps,0.0
spelling,2.175235280349325e-06
bee,0.0
blue,1.1806210967211554e-06
peter,6.923533625362077e-06
series,3.80477738457281e-06
degrassi,0.0
flc,0.0
7th,0.0
heaven,0.0
fl,0.07497088413789078
sopranos,0.0
american,0.011334346277659012
michael,4.5864590968975315e-07
dante,0.0
di,0.0006437220852933669
martino,0.0
bryan,0.0
konietzko,0.0
february,6.452915406803433e-06
july,4.3541117944008005e-06
dvd,1.0107824016028828e-06
ip,0.0003359618801465077
:3,0.0
ips,0.0
sui,5.322936508093965e-07
general,2.8203509844650522e-06
hainan,0.0
island,5.672289507247236e-07
kcs,0.0
mastcells,0.0
mc,0.0011746154405219255
danke,0.0
feydey,0.0
s,0.002237722512175259
g,0.0004966980821096933
probs,0.0
aslef,0.0
solidarity,0.0
content.jsp,0.0
baggs,0.0
fudge,0.0
lee,2.048924391225364e-06
barnes,0.0
unison,0.0
council,2.6285542045254395e-06
europe,6.054963843358186e-06
overwrite,0.0
romanian,6.512755906222359e-07
moldavia,0.0
west,1.1727510589499813e-07
transylvania,0.0
romania,0.0
romanian,6.512755906222359e-07
lszl,0.0
tks,0.0
december,1.2223306408282747e-05
franz,0.0
aww,0.0
kevin,1.4505377584785612e-06
wikipedias,0.0
shitworth,0.0
ohms,0.0
law,3.830738332151813e-06
ohm,0.0
v,9.41866846468692e-06
ir,0.012464190919360655
ir,0.012464190919360655
ohm,0.0
ir,0.012464190919360655
v,9.41866846468692e-06
ir,0.012464190919360655
v,9.41866846468692e-06
fet,0.0
transistor,0.0
dv,0.0
ds,9.825748371599733e-06
dvd,1.0107824016028828e-06
dvd,1.0107824016028828e-06
dv,0.0
ds,9.825748371599733e-06
gay,0.049002586427260325
mscs,0.0
patrick,0.0
drake,0.0
patrick,0.0
drake,0.0
dr,8.03020530207778e-06
.,0.0021220543317550284
tony,0.0
jones,1.7144793215138528e-05
dr,8.03020530207778e-06
.,0.0021220543317550284
steven,1.3530886626019448e-06
lars,0.0
webber,0.0
dave1185,0.0
aka,2.2850848558859996e-06
david873,0.0
122.105.149.69,0.0
david873,0.0
exactl,0.0
y,0.0020869404329295132
nefbmn,0.0
sockpuppetry,0.0
david873,0.0
.,0.0021220543317550284
b,7.844584835695347e-05
dave,0.0
chinese,0.0019223249242948034
ir,0.012464190919360655
maxwells,0.0
churchill,0.0
burton,1.0995510142270067e-06
churchill,0.0
howard,1.0878191515782584e-05
zinn,0.0
fargo,0.0
hoary,0.0
pyrrhus,0.0
october,3.2777403252241584e-06
peter,6.923533625362077e-06
clatworthy,0.0
viana,0.0
prince,3.1879447550152913e-06
william,0.005257457685683145
brocius,0.0
ontario,0.0
map,0.0
400px,0.0
toronto,0.0
ocad,0.0
guelph,0.0
ontario,0.0
map|float,0.0
blue,1.1806210967211554e-06
sf,0.0
wp,0.0
united,4.6216137404750654e-06
states,4.478544572006495e-06
america,7.842729494833344e-07
freemasonry,0.0
england,9.786069614801783e-06
william,0.005257457685683145
hastings,0.0
normans,0.0
grumbles,0.0
france,5.653260180573826e-06
phylogenetics,0.0
i.e,0.0
.,0.0021220543317550284
envall,0.0
biol,0.0
j.,0.0
linn,0.0
soc,0.0
nd,0.0
world,0.00019489763289386522
war,2.400079463760773e-06
nazism,0.0
wikipedia,0.0017062812147624162
mats,0.0
envall,0.0
october,3.2777403252241584e-06
mr,0.003587261656435966
.,0.0021220543317550284
scott,3.934790668013497e-06
kennedy,7.910801674803241e-06
lake,5.102839739991156e-07
tmiscouata,0.0
loser,0.014104181459147979
wikipedia,0.0017062812147624162
gayreeks,0.0
mudhuttians,0.0
khone,0.0
phapheng,0.0
zoos,0.0
glacier,0.0
louisville,0.0
louisville,0.0
muhammed,0.0
imho,0.0
prithviraj,0.0
iii,2.2611398356006493e-06
arjun,0.0
aucrt,0.0
redirect,0.0
gnu,0.0
linux,0.0
gnu,0.0
gnu,0.0
linux,0.0
iii,2.2611398356006493e-06
dick,0.12418119245099953
c.fred,0.0
cnn,0.0
gareth,0.0
nelson,5.1138417604712535e-06
wikipedia,0.0017062812147624162
karl,0.0
popper,0.0
santa,9.68000997242569e-06
wikipedia.tv,0.0
wcw,0.0
mattobluey,0.0
matto,0.0
matt,0.05784032121869744
bluey,0.0
machinima,0.0
mattobluey,0.0
youtube,0.059856038019112615
august,1.5721266048586152e-06
sydney,0.0
gosford,0.0
mattoblueys,0.0
gta,0.0
machinima,0.0
gta,0.0
underworld,0.0
series,3.80477738457281e-06
finger,0.0
paralyzer,0.0
online,9.83909045165247e-06
gta4,0.0
"ep1,2,3,4",0.0
gta,0.0
underworld===,0.0
gta,0.0
underworld,0.0
machinima,0.0
series,3.80477738457281e-06
vinnie,0.0
vinnie,0.0
cancelation====,0.0
gta,0.0
liberty===,0.0
liberty,0.0
machinima,0.0
liberty,0.0
city,3.911302184273559e-06
police,8.656845488924611e-07
department,5.057801507659067e-06
adrian,0.0
adrian,0.0
episode,7.536126854175029e-07
name,1.800370568388962e-06
episode,7.536126854175029e-07
|-,0.0
|1majorhazard1,0.0
moocow,0.0
|,9.636505279751074e-06
|1majorhazard1,0.0
moocow,0.0
|1majorhazard1,0.0
moocow,0.0
|1majorhazard1,0.0
moocow,0.0
jenna,0.0
|style=,0.0
|1majorhazard1,0.0
moocow,0.0
|-,0.0
|1majorhazard1,0.0
moocow,0.0
|style=,0.0
|-,0.0
|1majorhazard1,0.0
moocow,0.0
|style=,0.0
|-,0.0
|1majorhazard1,0.0
moocow,0.0
|,9.636505279751074e-06
|style=,0.0
youtube,0.059856038019112615
hazard1,0.0
kito,0.0
homer98,0.0
watch007,0.0
aa,1.2210143655606475e-06
intro,9.654355037886519e-06
aristotle,0.0
aa,1.2210143655606475e-06
e.g,0.0
e.g,0.0
aa,1.2210143655606475e-06
aa,1.2210143655606475e-06
aa,1.2210143655606475e-06
aa,1.2210143655606475e-06
intro,9.654355037886519e-06
multitude,0.0
azamat,0.0
intro,9.654355037886519e-06
aa,1.2210143655606475e-06
regards,4.622386738836671e-06
numbe,0.0
germany,7.075942877338356e-06
john,3.4426558087119514e-06
history,0.0035415607812227436
google,2.451362213191733e-06
cholas,0.0
chola,0.0
kulothunga,0.0
cholas,0.0
chola,0.0
veera,0.0
ballala,0.0
ii,0.0
kulothunga,0.0
iii,2.2611398356006493e-06
chola,0.0
hoysalas,0.0
hoysala,0.0
cholas,0.0
vi,8.86557676472411e-07
veera,0.0
chola,0.0
vi,8.86557676472411e-07
kulothunga,0.0
chola,0.0
kulothunga,0.0
i,0.001547888254436633
chola,0.0
tribhuvana,0.0
ninhil,0.0
ancient,1.4392369552826475e-05
india,5.4053008220481415e-06
k.a.n.sastri,0.0
rajendra,0.0
chola,0.0
next,0.0010178110626772124
chola,0.0
kamath,0.0
dinesh,0.0
chola,0.0
satyasraya,0.0
jayasimha,0.0
k.a.n.sastri,0.0
tanjore,0.0
temple,0.0
prof,3.011725196976653e-06
.,0.0021220543317550284
huntzsch,0.0
india,5.4053008220481415e-06
ministry,6.825819989659778e-07
human,0.006927985312631444
govt,0.0
india,5.4053008220481415e-06
kannambadi,0.0
prof,3.011725196976653e-06
.,0.0021220543317550284
huntzsch,0.0
raja,0.0
raja,0.0
chola,0.0
satyasraya,0.0
raja,0.0
raja,0.0
chola,0.0
chola,0.0
army,4.486465524069536e-06
rajendra,0.0
jayasimha,0.0
ii,0.0
prof,3.011725196976653e-06
.,0.0021220543317550284
huntzsch,0.0
rajendra,0.0
chola,0.0
i,0.001547888254436633
tanjore,0.0
muyangi,0.0
vengi,0.0
chola,0.0
army,4.486465524069536e-06
masangi,0.0
muyangi,0.0
chola,0.0
tamil,0.0
jayasimha,0.0
k.a.n.sastri,0.0
i.e,0.0
.,0.0021220543317550284
ancient,1.4392369552826475e-05
india,5.4053008220481415e-06
india,5.4053008220481415e-06
k.a.n.sastri,0.0
ninhil,0.0
i.e,0.0
dinesh,0.0
kannambadi,0.0
blinguen,0.0
chola,0.0
historty,0.0
prof,3.011725196976653e-06
huntzschs,0.0
inscriptions.whatsindia.com/,0.0
blinguen,0.0
kannambadi,0.0
mr.kannambadi,0.0
chalukya,0.0
chola,0.0
dynasty,0.0
cholas,0.0
rajendra,0.0
iv,5.3575986311752214e-06
chola,0.0
maximum,0.0
jambukeswarar,0.0
tiruchirappalli,0.0
sir,5.145977403928522e-06
kannambadi,0.0
kannanur,0.0
kuppam,0.0
someshwara,0.0
kalachuris,0.0
sir,5.145977403928522e-06
mr.kannambadi,0.0
chola,0.0
dynasty,0.0
sir,5.145977403928522e-06
fa,0.0611768197161051
mr.kannambadi,0.0
chola,0.0
chola,0.0
sir,5.145977403928522e-06
chola,0.0
power,1.1800126654452971e-05
chola,0.0
dynasty,0.0
i.e,0.0
gangavadi,0.0
times,2.2019570662263536e-06
veera,0.0
ballala,0.0
ii,0.0
aditya,0.0
raja,0.0
raja,0.0
rajendra,0.0
veera,0.0
ballala,0.0
ii,0.0
narasimha,0.0
kalachuris,0.0
bijjana,0.0
ii,0.0
kannada,0.0
country,0.003686544090039747
kannada,0.0
kulothunga,0.0
iiis,0.0
madurai,0.0
maravarman,0.0
sundara,0.0
pandiyan,0.0
ilangai,0.0
sri,0.0
lanka,0.0
prof,3.011725196976653e-06
.,0.0021220543317550284
huntzsch,0.0
iii,2.2611398356006493e-06
pandiya,0.0
raja,0.0
raja,0.0
rajendra,0.0
chola,0.0
karuvur,0.0
adigaimans,0.0
ilangai,0.0
cheranadu,0.0
prof,3.011725196976653e-06
.,0.0021220543317550284
huntzsch,0.0
india,5.4053008220481415e-06
kulothunga,0.0
iii,2.2611398356006493e-06
veera,0.0
ballala,0.0
ii,0.0
veera,0.0
ballala,0.0
iis,0.0
son,0.0005585982926367978
narasimha,0.0
raja,0.0
raja,0.0
iii,2.2611398356006493e-06
kopperinchunga,0.0
sir,5.145977403928522e-06
ahmed,0.0
deedat,0.0
e.g,0.0
.,0.0021220543317550284
sucrose,0.0
xenocide,0.0
ho,0.003414207447811787
chunk,0.0
n.,0.0
american,0.011334346277659012
indian,5.691517160178483e-08
tribe,0.0
ho,0.003414207447811787
chunk,0.0
good,5.959969224554245e-06
news,2.384308968082641e-06
ignoramus,0.0
morgan,1.5767024577302358e-06
compton,0.0
cock,0.30641444483858754
rgds,0.0
bgh,0.0
bgh,0.0
r,1.2900774032759788e-06
bgh,0.0
un,0.002290579594685716
igf-1,0.0
r,1.2900774032759788e-06
cleans,0.0
house,1.0322846811575584e-06
r.e,0.0
.,0.0021220543317550284
health,4.50040209055474e-06
calcium,0.0
am,0.0016366373197506407
j,5.677213050573456e-06
clin,0.0
nutr,0.0
heaney,0.0
kale,0.0
brassica,0.0
genus,0.0
notmilk,0.0
american,0.011334346277659012
journal,0.0
intent|the,0.0
krzysztof,0.0
hi,0.0028020026453366024
kryzstof,0.0
wikipedia,0.0017062812147624162
slavic,4.2874734623760776e-07
serbian,0.0
croatian,0.0
slavic,4.2874734623760776e-07
croatian,0.0
serbian,0.0
bunjevac,0.0
south,1.117985644712208e-05
slavic,4.2874734623760776e-07
group,3.7792032766175008e-06
south,1.117985644712208e-05
slavic,4.2874734623760776e-07
serbian,0.0
croatian,0.0
bunjevac,0.0
south,1.117985644712208e-05
slavic,4.2874734623760776e-07
honesty,0.0
mechanicus,0.0
god,0.0041310997221693626
search,6.419231603555185e-07
warhammer,0.0
whitehall,0.0
whitehall,0.0
street,0.0
south,1.117985644712208e-05
staten,0.0
mtas,0.0
whitehall,0.0
street,0.0
friday,0.03851624945717889
october,3.2777403252241584e-06
ontario,0.0
viet,0.0
cong,0.0
english,0.0035955692816894854
vinhtantran,0.0
y,0.0020869404329295132
trans,2.305744338583971e-06
tht,0.0
kinda,5.266722557914885e-06
shit,0.11985654550350969
eu,0.0009807477483661335
wp,0.0
spam,0.0
iam,0.0
nofollow,0.0
markup,0.0
albert,0.0
wesker,0.0
*,0.0012171626472489245
uk,6.06322562592006e-06
george,9.798565200359129e-06
bryan,0.0
disneyland,0.0
fag,0.0
g.,0.0
johnstone,0.0
stoney,0.0
definitio,0.0
electron,0.0
wikipediatube,0.0
america,7.842729494833344e-07
europe,6.054963843358186e-06
india,5.4053008220481415e-06
india,5.4053008220481415e-06
screw,0.012338707566953508
dc101,0.0
greaseman,0.0
wikipedia,0.0017062812147624162
verizon,0.0
eve,0.0
screw,0.012338707566953508
eve,0.0
greasemans,0.0
dc101,0.0
greaseman,0.0
wikipedia,0.0017062812147624162
verizon,0.0
eve,0.0
screw,0.012338707566953508
eve,0.0
greaseman,0.0
a,0.0024148404888736422
wikipedias,0.0
cesar,0.0
romeros,0.0
wikipedias,0.0
romeros,0.0
romero,3.934214116859204e-06
liberation,6.688931026319543e-06
theology,0.0
romero,3.934214116859204e-06
patriot,0.0
jos,0.0
mart,5.443740029087054e-06
manuel,0.0
mantilla,0.0
jos,0.0
mart,5.443740029087054e-06
maria,0.0
mart,5.443740029087054e-06
maria,0.0
romero,3.934214116859204e-06
romero,3.934214116859204e-06
hollywood,0.0
social,1.7446937455479908e-06
circuit,2.85723078144985e-06
romero,3.934214116859204e-06
boze,0.0
hadleigh,0.0
romero,3.934214116859204e-06
mans,3.837205431718635e-06
joan,0.0
crawford,0.0
romeros,0.0
hollywood,0.0
romero,3.934214116859204e-06
hollywood,0.0
social,1.7446937455479908e-06
circuit,2.85723078144985e-06
park,9.093935501141814e-06
cemetery,0.0
los,0.0
angeles,0.0
inglewood,0.0
california,1.2650099095017362e-06
ye,0.0
matthew,1.7623012345979486e-06
7:16,0.0
prix,0.0
fernando,0.0
alonso,0.0
beano,0.0
new,0.0006842165933559125
mexico,0.0
espaola,0.0
wp,0.0
wp,0.0
wp,0.0
ban,0.0029691092617019988
site_bans,0.0
wp,0.0
enforcement_by_reverting_edits,0.0
bicycle,1.7969930288068944e-06
motocross,0.0
motocross,0.0
motocross,0.0
motocross,0.0
motocross,0.0
finaly,0.0
bmx,0.0
mx,0.0
usa,6.559959641634312e-07
bornplace,0.0
uci,0.0
freestyle,0.0
bmx,0.0
federation,0.0
fmx,0.0
mx,0.0
motocross,0.0
freestyle,0.0
motocross,0.0
sport,0.00013103502734539938
motocross,0.0
mx,0.0
sbx,0.0
jesus,0.017054150315581218
jesus,0.017054150315581218
wikipedia,0.0017062812147624162
ol,3.023107473628373e-06
authority,7.587703109472729e-06
brits,0.0
miskin,0.0
diadochi,0.0
alexander,4.743715868716983e-06
bosworth,0.0
b.,0.0
alexander,4.743715868716983e-06
greece,4.797490084315074e-07
pp,0.007238156018257615
cambridge,2.2560744426933234e-05
vi,8.86557676472411e-07
b.,0.0
c.,0.0
historians,1.4399778400840401e-06
maurice,0.0
diverger,0.0
ed,1.8648121957660039e-06
le,0.0016373978753849818
concept,1.1933633447683617e-05
dempire,0.0
iv,5.3575986311752214e-06
pierre,0.0
leveque,0.0
dalexandre,0.0
et,2.2868158090104196e-07
egypt,0.0
macedonians,0.0
borza,0.0
e.n,0.0
.,0.0021220543317550284
makedonika,0.0
pp152,0.0
158,0.0
diadochi,0.0
army,4.486465524069536e-06
s,0.002237722512175259
greeks,3.7409188756509135e-06
comprende,0.0
usa,6.559959641634312e-07
la,2.116172883601682e-06
times,2.2019570662263536e-06
lax,0.0
protocol,0.0
mr.kannambadi,0.0
mr.kannambadi,0.0
yapping,0.0
visitchitradurga.com,0.0
pl,9.837783448207299e-06
.,0.0021220543317550284
mahawiki,0.0
india,5.4053008220481415e-06
tsk,0.0
tsk,0.0
sarah,0.0
connor,0.0
tscc,0.0
dude,2.724521019816771e-05
video,4.071242465428083e-06
slang,0.0
jesus,0.017054150315581218
jesus,0.017054150315581218
jesus,0.017054150315581218
wikipedia,0.0017062812147624162
mr,0.003587261656435966
.,0.0021220543317550284
ctjf83,0.0
camos,0.0
arctic,0.0
thsi,0.0
green,8.454365001948332e-07
forest,0.0
camo,0.0
microsoft,0.0
idealy,0.0
india,5.4053008220481415e-06
bn,2.334726630626383e-06
india,5.4053008220481415e-06
wp,0.0
india,5.4053008220481415e-06
wp,0.0
u.s,0.0
.,0.0021220543317550284
constitution,2.989077949047508e-07
u.s,0.0
.,0.0021220543317550284
united,4.6216137404750654e-06
states,4.478544572006495e-06
united,4.6216137404750654e-06
states,4.478544572006495e-06
se,3.261208127763079e-06
u.s,0.0
.,0.0021220543317550284
scott,3.934790668013497e-06
v.,0.0
sandford,0.0
u.s,0.0
.,0.0021220543317550284
supreme,3.7836250580807956e-06
court,1.1341470976945206e-06
ex,4.255745803758529e-06
alabama,4.1342262421693095e-06
alaska,0.0
georgia,0.022609962209507093
maine,0.0
michigan,0.0
mississippi,0.0
new,0.0006842165933559125
mexico,0.0
new,0.0006842165933559125
york,1.2647256651923788e-05
tennessee,0.0
utah,0.0
district,2.549875338218253e-06
columbia,0.0
arkansas,0.0
colorado,0.0
connecticut,0.0
florida,0.0
idaho,0.0
illinois,0.0
indiana,0.0
kansas,2.2345940924594784e-06
kentucky,4.9708162655909746e-08
louisiana,0.0
minnesota,0.0
missouri,0.0
montana,3.943858730436465e-06
nebraska,0.0
new,0.0006842165933559125
hampshire,0.0
north,2.4486604154994314e-06
carolina,0.0
rhode,0.0
island,5.672289507247236e-07
south,1.117985644712208e-05
carolina,0.0
texas,9.74655243674213e-06
vermont,0.0
west,1.1727510589499813e-07
virginia,0.0
wyoming,0.0
delaware,0.0
maryland,0.0
north,2.4486604154994314e-06
dakota,0.0
oklahoma,0.0
pennsylvania,0.0
south,1.117985644712208e-05
dakota,0.0
pennsylvania,0.0
r.,0.0
co,3.831834603880939e-06
pennsylvania,0.0
r.,0.0
co.,0.0
u.s,0.0
.,0.0021220543317550284
supreme,3.7836250580807956e-06
court,1.1341470976945206e-06
monroe,0.0
et,2.2868158090104196e-07
al,5.029660585681354e-05
v.,0.0
pape,0.0
et,2.2868158090104196e-07
al,5.029660585681354e-05
.,0.0021220543317550284
ct,0.0
.,0.0021220543317550284
u.s,0.0
.,0.0021220543317550284
167monroe,0.0
al,5.029660585681354e-05
v.,0.0
pape,0.0
et,2.2868158090104196e-07
al,5.029660585681354e-05
.,0.0021220543317550284
ct,0.0
.,0.0021220543317550284
u.s,0.0
.,0.0021220543317550284
supreme,3.7836250580807956e-06
court,1.1341470976945206e-06
united,4.6216137404750654e-06
states,4.478544572006495e-06
supreme,3.7836250580807956e-06
court,1.1341470976945206e-06
hishon,0.0
king,3.819638819297622e-06
spalding,0.0
u.s,0.0
.,0.0021220543317550284
v.,0.0
sorema,0.0
n.,0.0
nbsp,0.0
u.s,0.0
.,0.0021220543317550284
alabama,4.1342262421693095e-06
canon,0.0
iii,2.2611398356006493e-06
canon,0.0
iii,2.2611398356006493e-06
indiana,0.0
canon,0.0
iii,2.2611398356006493e-06
b,7.844584835695347e-05
kentucky,4.9708162655909746e-08
canon,0.0
iii,2.2611398356006493e-06
scr,0.0
new,0.0006842165933559125
jersey,0.0
canon,0.0
iii,2.2611398356006493e-06
p29_2525,0.0
nevada,0.0
canon,0.0
iii,2.2611398356006493e-06
b,7.844584835695347e-05
scr_cjc.html,0.0
wisconsin,0.0
scr,0.0
60.4,0.0
g.,0.0
pennyslvania,0.0
canon,0.0
iii,2.2611398356006493e-06
virgina,0.0
canon,0.0
iii,2.2611398356006493e-06
canon,0.0
iii,2.2611398356006493e-06
washington,8.735020960877797e-06
canon,0.0
iii,2.2611398356006493e-06
west,1.1727510589499813e-07
virginia,0.0
canon,0.0
iii,2.2611398356006493e-06
utah,0.0
canon,0.0
iii,2.2611398356006493e-06
b,7.844584835695347e-05
cia,1.633225549652658e-06
comics,1.2678867706328893e-06
wp,0.0
cmc,0.0
vixen,0.0
comics,1.2678867706328893e-06
ga,7.039857202629647e-06
asgardian,0.0
mr.dinesh,0.0
kannambadi,0.0
ninlils,0.0
yellowmonkey,0.0
fa,0.0611768197161051
somesvara,0.0
iv,5.3575986311752214e-06
chalukya,0.0
seuna,0.0
iv,5.3575986311752214e-06
banavasi,0.0
krishna,0.0
river,0.0
deccan,0.0
tamilakam,0.0
erstwhile,0.0
chola,0.0
deccan,0.0
deccan,0.0
mr.kannambadi,0.0
vengi,0.0
chola,0.0
vikramaditya,0.0
india,5.4053008220481415e-06
k.a.n.sastri,0.0
kannambadi,0.0
gangavadi,0.0
cholas,0.0
south,1.117985644712208e-05
india,5.4053008220481415e-06
rfa,0.0
ip,0.0003359618801465077
ss,3.722441633898413e-06
mr,0.003587261656435966
.,0.0021220543317550284
ayers,0.0
october,3.2777403252241584e-06
erik,0.0
eu,0.0009807477483661335
french,5.9184803565150465e-06
council,2.6285542045254395e-06
european,1.410733994663455e-06
union,0.0
google,2.451362213191733e-06
google,2.451362213191733e-06
google,2.451362213191733e-06
buddy,0.0
nancy,0.0
update==,0.0
february,6.452915406803433e-06
fossett,0.0
unblock,0.0
mr,0.003587261656435966
hindu,2.6217072295073504e-06
hindus,0.0
christian,0.0
christians,3.2283975362369522e-06
wikipedia,0.0017062812147624162
asshole,0.1918067393978781
ch,8.148302112060717e-06
nancy,0.0
albanian,0.0
red,2.042567483002182e-06
joke,1.3671110868307644e-05
fut,0.0
perf,0.0
e.g,0.0
.,0.0021220543317550284
merritt,0.0
island,5.672289507247236e-07
florida,0.0
office,5.0556406804875154e-06
depot,0.0
salesman,0.0
litigant,0.0
yale,0.0
ecf,0.0
se,3.261208127763079e-06
california,1.2650099095017362e-06
manual,7.726270846543239e-06
nuclear,6.266800589693334e-07
regulatory,0.0
commission,2.9940255171856626e-06
paul,3.0315062858172982e-06
offit,0.0
academy,0.0
merck,0.0
cbs,0.0
news,2.384308968082641e-06
sharyl,0.0
atkisson,0.0
aap,0.0
paul,3.0315062858172982e-06
paul,3.0315062858172982e-06
paul,3.0315062858172982e-06
england,9.786069614801783e-06
april,9.875648522598582e-06
d.c,0.0
.,0.0021220543317550284
thompson,0.0
massachusetts,0.0
bay,7.96987297622558e-06
colony,0.0
anne,7.621532532573557e-06
hutchinson,0.0
roger,0.0
williams,1.5248291557054772e-06
rhode,0.0
island,5.672289507247236e-07
connecticut,0.0
rhode,0.0
island,5.672289507247236e-07
massachusetts,0.0
bay,7.96987297622558e-06
colony,0.0
new,0.0006842165933559125
england,9.786069614801783e-06
smith,0.0
american,0.011334346277659012
revolution,0.0
bible,0.0
article,0.00013138620619832745
hd,0.0
lnkhtml,0.0
content,2.4904037607697878e-06
midwest,4.381531630149815e-07
/b,0.0
dem,0.0010499781004644259
hislop,0.0
rodeo,0.0
song,5.610988062782063e-06
lyrics,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
goof,0.0
fuckin,0.0
jerk,0.04427976892649512
johnny,0.0
allemande,0.0
allemande,0.0
fuckin,0.0
god,0.0041310997221693626
d,5.3012577344425186e-06
bullshit,0.17751216062245864
politizer,0.0
brad,0.0
cohen,1.7752327208421511e-06
december,1.2223306408282747e-05
hallmark,0.0
hall,0.0
fame,0.0
show,3.2762503311809794e-06
blueboy96,0.0
george,9.798565200359129e-06
orwell,0.0
berry,0.0
harass,0.0
nir,0.0
nirs,0.0
father,0.0
germany,7.075942877338356e-06
belarus,0.0
manhattan,0.0
nyc,4.1410359902040445e-06
heathen,0.0
god,0.0041310997221693626
chris,0.0
heathen,0.0
god,0.0041310997221693626
hoarys,0.0
brd,0.0
bold,5.259791145582854e-06
revert,0.0
discuss,4.086359978271408e-06
change,0.00228479067006363
concensus,0.0
b,7.844584835695347e-05
richard,0.0
stallman,0.0
october,3.2777403252241584e-06
q,0.0
microsoft,0.0
gnu,0.0
linux,0.0
mono,1.767424052086425e-05
gnu,0.0
rms,1.6236382692460087e-05
gnu,0.0
linux,0.0
richard,0.0
stallman,0.0
fra,0.0
butt,0.0
idiot,0.158598460274007
buddy,0.0
us,4.276451176353923e-06
spain,1.4700165071526745e-05
europeans,3.4378116236883844e-06
americans,9.864193938826033e-06
english,0.0035955692816894854
america,7.842729494833344e-07
us,4.276451176353923e-06
spain,1.4700165071526745e-05
england,9.786069614801783e-06
colonisation,0.0
